City,State,Property Type,Bedrooms,Bathrooms,Price (USD),Square Feet,Availability,Walk Score,Property Rating,Street Address,Property Name,Availability Date
Austin,Texas,House,3,3,8612.47,2188,Available,36,4.2,96082 Jennifer Mountains,Ramos-Hunt Apartments,2025-11-13
NYC,New York,Apartment,4,3,17924.37,1806,Available,36,4.5,83823 Maria Drive Suite 024,Downs LLC Apartments,2025-06-27
Los Angeles,California,Condo,2,1,9716.98,1286,Available,45,4.0,2358 John Plains,Herrera-Mendez Apartments,2024-09-19
Pittsburgh,Pennsylvania,Townhouse,2,2,8463.09,1051,Not Available,72,4.1,339 Cunningham Heights,Gutierrez Ltd Apartments,2025-09-22
Chicago,Illinois,House,3,2,11093.87,626,Available,99,3.9,470 Foster Hollow,Lewis-Keith Apartments,2025-06-06
Albany,New York,Apartment,1,3,1780.31,1635,Not Available,41,4.2,505 Sanders Springs Suite 275,Smith PLC Apartments,2024-09-27
Tampa,Florida,House,2,3,3844.25,1217,Available,96,4.0,396 Roth Circles,Lawrence-Farmer Apartments,2025-05-13
Buffalo,New York,Apartment,3,2,3051.61,754,Not Available,63,3.0,223 David Walks Suite 466,Gonzalez Inc Apartments,2024-11-24
San Francisco,California,Condo,3,3,8842.78,2307,Not Available,46,2.6,459 Davis Lane Suite 479,Charles Inc Apartments,2024-10-07
Pittsburgh,Pennsylvania,House,3,2,11757.92,1921,Not Available,77,4.8,6010 Brittney Stravenue Suite 383,Snyder-Logan Apartments,2024-07-04
Orlando,Florida,Townhouse,4,3,19963.45,1539,Available,34,3.7,91587 Skinner Track Suite 351,Hansen Inc Apartments,2024-09-26
San Francisco,California,House,4,2,6496.25,1045,Available,38,4.9,601 Sharon Vista Apt. 500,Atkinson-Melendez Apartments,2025-02-14
Buffalo,New York,Townhouse,1,2,2628.5,662,Available,40,4.5,59110 Jade Court,Williams-Deleon Apartments,2025-08-03
Houston,Texas,Townhouse,2,3,7358.98,1238,Available,42,4.8,4213 Moyer Isle,"Henry, Pena and Booker Apartments",2026-03-06
Dallas,Texas,Condo,2,2,9522.26,646,Available,93,4.9,265 Eric Underpass Suite 975,Saunders-Mueller Apartments,2026-02-20
Miami,Florida,Townhouse,4,2,11041.03,1345,Not Available,48,3.9,3826 Kirby Divide Suite 147,Cline Inc Apartments,2025-01-19
Los Angeles,California,Townhouse,4,1,19676.82,2024,Available,76,3.4,75920 Shawn Tunnel Suite 222,"Smith, Carson and Hill Apartments",2024-08-29
Tampa,Florida,Apartment,3,3,7878.82,1692,Not Available,51,4.0,620 Grant Expressway Suite 470,Mcguire-Price Apartments,2026-02-16
San Francisco,California,Condo,2,3,3186.34,1324,Not Available,52,4.4,419 Vance Streets,"Farrell, Wilson and Abbott Apartments",2025-11-07
Albany,New York,House,2,1,9083.28,760,Available,43,3.7,5395 Tracy Landing Suite 657,Mckinney-Brown Apartments,2024-07-14
Los Angeles,California,House,3,3,6462.74,1455,Available,32,3.8,55467 Gordon Course Apt. 332,Warner-Le Apartments,2025-07-25
Tampa,Florida,House,3,2,8530.83,2249,Available,69,4.7,9852 Vicki Freeway,"Wright, Walker and Smith Apartments",2025-02-28
Tampa,Florida,Townhouse,2,2,8100.89,1981,Available,84,3.7,658 Regina Vista Suite 430,Peterson-Mcmillan Apartments,2024-06-08
Orlando,Florida,Condo,4,2,9809.83,2287,Available,96,4.5,5346 Hill Dale,Thompson Group Apartments,2026-02-09
Pittsburgh,Pennsylvania,House,3,1,9201.29,2009,Available,83,3.0,373 Cobb Station Apt. 424,Marshall-Gibson Apartments,2025-03-10
San Diego,California,House,4,3,11600.05,910,Available,62,4.1,240 Karen Forest,"Foster, Diaz and Hicks Apartments",2025-02-16
Austin,Texas,Apartment,2,2,2494.06,2431,Not Available,43,4.7,5163 Jesse Inlet,King-Hayes Apartments,2026-03-04
Houston,Texas,Apartment,4,3,8252.5,627,Not Available,39,3.8,8024 Miller Valley Apt. 200,"Ward, Alvarado and Reyes Apartments",2025-02-07
Orlando,Florida,Condo,3,3,8260.35,1764,Not Available,62,4.2,35580 Leonard Junction,Stevens-Hardin Apartments,2026-02-08
San Diego,California,Townhouse,1,1,3144.73,1550,Not Available,32,2.9,049 Martin Roads,Mejia Group Apartments,2024-05-12
San Diego,California,Townhouse,2,3,9927.19,1994,Available,94,3.6,116 Moore Court Apt. 648,"Patterson, Diaz and Franklin Apartments",2024-12-17
Orlando,Florida,House,4,2,9645.19,785,Available,76,4.0,703 Dylan Manors,"Taylor, Gomez and Diaz Apartments",2025-05-28
Dallas,Texas,Condo,3,3,7707.04,1647,Available,67,2.6,50875 White Squares,Aguilar-Edwards Apartments,2025-12-12
San Diego,California,Condo,3,3,5826.77,1488,Available,55,4.1,0443 Frank Ports,Armstrong-Leonard Apartments,2024-04-27
Pittsburgh,Pennsylvania,House,1,3,2173.92,2131,Available,47,3.2,6444 Joseph Estate Apt. 521,Morton and Sons Apartments,2026-01-27
Philadelphia,Pennsylvania,House,2,3,9004.45,1531,Not Available,41,3.0,57375 Meadows Gateway Suite 635,Williams-Tate Apartments,2025-02-17
Houston,Texas,House,2,3,9054.04,1492,Not Available,30,5.0,114 Janet Parkways,Tate-Johnson Apartments,2025-04-14
Los Angeles,California,Condo,1,3,4417.28,1002,Not Available,60,4.5,1900 Riley Hollow Suite 508,Roberts-Roberts Apartments,2026-01-03
Atlanta,Georgia,Townhouse,2,1,2837.22,2341,Not Available,34,4.6,8095 Kayla Lane,Watkins-Davis Apartments,2025-07-07
Dallas,Texas,House,3,3,5760.09,1073,Not Available,55,3.7,816 Angela Rapid,Thompson Inc Apartments,2024-11-07
Chicago,Illinois,Townhouse,2,1,7762.55,2490,Not Available,32,4.1,9344 Alexandra Parkway Suite 623,"Buckley, Petty and Spencer Apartments",2024-11-09
Albany,New York,Townhouse,3,2,3074.12,676,Not Available,97,4.3,7391 Mark Extension Suite 642,"Johnson, Silva and Rowe Apartments",2025-02-16
Los Angeles,California,House,4,2,8448.83,2392,Not Available,41,4.7,654 Patrick Summit,"Bowman, Clark and Harrison Apartments",2026-03-31
Houston,Texas,Apartment,3,3,9296.21,1106,Not Available,81,2.8,808 Vargas Unions Suite 669,"Brandt, Marshall and Hunt Apartments",2024-05-02
Houston,Texas,Townhouse,1,3,3577.82,1620,Not Available,38,4.2,35648 Johnson Trafficway,Garcia-Nguyen Apartments,2024-05-21
Philadelphia,Pennsylvania,House,1,1,1778.16,1260,Not Available,67,3.4,25602 Briggs Run,Choi-Bender Apartments,2025-12-21
Austin,Texas,House,3,2,3659.96,1699,Not Available,79,4.4,11336 Jacob Parks,"Walker, Gross and Zimmerman Apartments",2025-03-07
Miami,Florida,Townhouse,3,1,13858.41,2162,Not Available,77,3.3,71744 Kane Heights Apt. 527,Peters-Douglas Apartments,2025-07-22
Pittsburgh,Pennsylvania,House,3,1,10497.39,1349,Not Available,82,4.9,8877 Torres Viaduct Apt. 033,Hayes Inc Apartments,2025-12-24
NYC,New York,Townhouse,4,2,6615.76,1611,Not Available,70,3.9,045 Eric Tunnel Suite 416,Schaefer-Hooper Apartments,2026-03-17
San Diego,California,Condo,1,1,2836.46,2036,Not Available,50,3.8,342 Cobb Meadows,"Gentry, Payne and Bell Apartments",2026-03-16
San Diego,California,Condo,2,1,8445.24,1121,Not Available,92,4.5,39693 Stephanie Flats Apt. 440,"Hodge, White and Rios Apartments",2025-05-27
Los Angeles,California,House,1,1,3032.42,1934,Not Available,48,3.4,932 Paige Fort,Branch-Jones Apartments,2026-02-25
Austin,Texas,Condo,1,3,3509.89,836,Available,89,3.4,03841 Church Mountains Suite 614,Taylor and Sons Apartments,2026-01-12
Dallas,Texas,Condo,3,1,8429.05,2493,Not Available,76,3.7,0615 Winters Key,Fox-Sweeney Apartments,2025-10-03
Philadelphia,Pennsylvania,Condo,3,3,5942.2,1473,Not Available,78,4.7,50648 Joanne Fork,Dennis and Sons Apartments,2024-05-14
Orlando,Florida,Apartment,3,2,7983.22,2300,Not Available,36,4.3,4167 Rios Station Apt. 095,Garcia and Sons Apartments,2026-01-19
Houston,Texas,Townhouse,1,1,2645.01,1281,Not Available,37,4.0,3001 Rodriguez Key Suite 980,Chang-Parks Apartments,2024-05-04
Orlando,Florida,Condo,1,3,2509.78,1445,Available,46,2.6,2889 Young Passage,Conrad Group Apartments,2025-05-13
Miami,Florida,Apartment,1,1,2499.17,1862,Available,56,2.7,928 Myers Grove Suite 415,Stewart-Moore Apartments,2024-07-12
San Francisco,California,Condo,4,3,17681.53,2231,Not Available,91,3.0,845 Robinson Fork,Solis Group Apartments,2024-12-10
Chicago,Illinois,Apartment,3,2,10850.92,2160,Available,59,4.8,5496 Jessica Light Apt. 178,"Harris, White and Nguyen Apartments",2024-11-26
Miami,Florida,House,1,3,1714.21,1412,Available,63,4.8,209 Jose Isle,Stewart PLC Apartments,2025-10-29
Albany,New York,Condo,2,3,7920.91,2130,Available,69,3.5,756 William Drives Suite 198,Reese-Mcbride Apartments,2024-04-15
Buffalo,New York,Apartment,1,1,1342.79,1906,Not Available,73,4.6,670 Jones Parkways,Williams and Sons Apartments,2024-06-28
Albany,New York,Townhouse,3,2,10037.56,2309,Available,52,2.9,9005 Jeffrey Forges Apt. 152,Tran Group Apartments,2024-12-29
NYC,New York,Condo,4,2,6197.29,2486,Not Available,45,4.4,2822 Reed Vista Suite 096,"Daniels, Nichols and Soto Apartments",2025-12-17
Miami,Florida,House,3,3,5132.39,1936,Available,64,3.1,52535 Vasquez Meadows,Hendricks and Sons Apartments,2025-12-02
San Diego,California,House,3,3,12084.27,1265,Not Available,48,4.4,8253 Jackson Light Suite 130,"Acosta, Silva and Powers Apartments",2024-09-10
Chicago,Illinois,Townhouse,2,2,6569.13,1683,Not Available,87,3.9,10027 Ford Stream Apt. 772,"Melton, Bryan and Flores Apartments",2026-02-15
Orlando,Florida,Townhouse,4,1,19151.24,1791,Available,56,4.4,9185 Edwards Mount Suite 050,Barnes-Griffith Apartments,2025-05-07
Philadelphia,Pennsylvania,Apartment,2,2,3198.56,1749,Available,52,3.5,87401 Tony Motorway Suite 191,"Shepard, Davis and Sandoval Apartments",2026-02-02
Los Angeles,California,Condo,4,1,16324.52,1368,Not Available,41,4.7,0926 Hughes Gardens,"Martin, Campbell and Bell Apartments",2024-12-24
San Diego,California,Apartment,1,3,4064.25,1448,Available,49,4.7,88060 Morris Mountain Suite 877,Bailey and Sons Apartments,2026-04-05
Austin,Texas,House,1,2,1248.68,1419,Available,78,4.6,860 Flynn Tunnel Suite 998,"Jimenez, Lopez and Fleming Apartments",2024-07-10
Chicago,Illinois,Townhouse,1,1,3020.1,772,Available,54,3.9,05779 Clark Stream,Green-Moore Apartments,2024-06-02
Chicago,Illinois,Condo,4,3,8047.36,729,Available,64,4.1,88129 Christy Landing Suite 489,"Johnson, Boone and Hart Apartments",2024-12-14
Orlando,Florida,Condo,4,2,15766.22,1839,Available,98,2.7,76114 Desiree Canyon,Hale-Brewer Apartments,2024-05-12
Philadelphia,Pennsylvania,House,1,2,2932.21,1730,Available,90,4.8,921 Shelby Ports Suite 348,Knight LLC Apartments,2024-12-22
Philadelphia,Pennsylvania,Apartment,1,3,3570.19,1966,Available,39,4.2,874 Michelle Expressway,Singleton Inc Apartments,2025-03-24
Philadelphia,Pennsylvania,House,1,1,2514.9,1760,Not Available,61,2.9,48749 Hanson Mountain Suite 361,Randall-Burnett Apartments,2025-10-30
Orlando,Florida,House,2,3,5296.77,2280,Not Available,42,3.6,438 Williams Lane Suite 815,Foster Inc Apartments,2025-09-24
Atlanta,Georgia,House,2,1,5272.28,1014,Available,57,3.2,3634 Linda Landing Apt. 449,Lee-Wilson Apartments,2024-09-08
Chicago,Illinois,Condo,3,2,8248.4,1672,Not Available,31,3.7,181 Daugherty Point,"Bonilla, Curtis and Andrews Apartments",2024-08-23
Los Angeles,California,Townhouse,1,2,2044.46,962,Available,71,4.6,54969 Ford Circle Suite 613,Pollard-Hughes Apartments,2026-02-24
Chicago,Illinois,Condo,4,1,17237.77,1608,Available,83,2.7,802 Mikayla Roads Apt. 036,James Ltd Apartments,2025-05-29
Los Angeles,California,Apartment,1,2,3672.23,2136,Not Available,95,4.8,71327 William Plains Suite 704,"Martin, Ward and Strong Apartments",2025-10-19
Philadelphia,Pennsylvania,Condo,4,3,14071.56,2163,Not Available,34,3.1,716 Martinez Brook,"Morgan, Mcdonald and Thomas Apartments",2025-05-17
Buffalo,New York,Townhouse,3,2,14674.41,2244,Not Available,72,2.7,824 David Forge Apt. 004,Lara Inc Apartments,2024-07-17
Albany,New York,House,2,3,8892.75,1808,Available,50,3.1,87103 Fisher Lodge,Decker Group Apartments,2026-01-20
Tampa,Florida,Apartment,4,2,13956.74,2009,Not Available,41,3.4,02078 Dawn Pine Apt. 255,"Wallace, Johnson and King Apartments",2025-12-16
Houston,Texas,House,3,1,8727.95,1350,Not Available,36,4.3,7129 Jonathan Mountain Suite 464,Sawyer and Sons Apartments,2026-02-14
Orlando,Florida,Condo,1,3,2510.37,2442,Not Available,41,4.4,57272 Oneill Bridge Apt. 053,Brown PLC Apartments,2024-10-19
Orlando,Florida,House,4,1,16264.84,1982,Available,73,2.7,8423 Harper Viaduct Apt. 927,Hayes-Robinson Apartments,2025-06-09
San Francisco,California,Apartment,1,3,4153.34,1662,Available,53,2.7,89435 Sandoval Junctions Suite 971,Johnson-Dunn Apartments,2026-03-21
Houston,Texas,Apartment,2,2,7823.1,2093,Available,77,4.6,09203 Kimberly Port Apt. 174,"Byrd, Graham and Mckay Apartments",2024-10-12
Los Angeles,California,Townhouse,3,1,9314.47,845,Not Available,50,2.5,5053 Gillespie Circles,Li Inc Apartments,2025-03-27
Dallas,Texas,Condo,2,1,9054.93,1599,Not Available,62,3.6,5311 Jacqueline Mountains,"Leonard, Clark and Murphy Apartments",2024-08-08
Houston,Texas,Condo,4,1,16064.13,1829,Available,46,3.6,252 Casey Village Apt. 955,"King, Johnson and Joseph Apartments",2025-05-02
San Diego,California,Apartment,2,3,4250.34,1684,Not Available,50,3.8,8289 Valentine Islands Suite 208,Gregory Group Apartments,2025-03-09
Houston,Texas,Condo,1,3,3840.86,1981,Available,57,2.8,8420 Watts Plaza,"Morris, Reese and Ford Apartments",2025-03-06
San Francisco,California,House,3,2,6988.13,2378,Available,75,3.4,596 Scott Isle Apt. 826,Gonzales Group Apartments,2025-10-30
San Francisco,California,Apartment,2,1,4554.62,1800,Not Available,39,3.1,7657 Cheryl Mission Apt. 210,Griffith Group Apartments,2025-05-03
Orlando,Florida,Apartment,3,1,14610.47,645,Available,45,3.1,612 Smith Point Suite 211,"Kelly, Norris and Lee Apartments",2025-03-13
Orlando,Florida,Townhouse,1,3,4385.51,1960,Not Available,55,4.1,4100 Brent Skyway,"Richards, Compton and Allen Apartments",2025-07-17
Buffalo,New York,Condo,2,3,6190.64,1539,Not Available,73,4.9,294 Edward Drives Suite 835,Peterson-Walker Apartments,2026-02-21
NYC,New York,Townhouse,1,3,1265.94,1891,Not Available,83,4.1,23852 Murray Inlet,"Duran, Clayton and Randolph Apartments",2024-12-22
San Francisco,California,House,1,3,4661.39,1482,Not Available,63,4.6,34742 Lee Courts,Cruz Group Apartments,2025-06-14
Austin,Texas,Condo,2,3,7542.46,706,Not Available,71,3.6,198 Cross Crossroad Apt. 534,"Banks, Acosta and Garner Apartments",2025-02-12
Chicago,Illinois,Apartment,1,2,2251.76,1843,Not Available,58,4.5,7947 Mccann Trail Apt. 707,Ballard-Curtis Apartments,2024-11-07
Tampa,Florida,Apartment,3,1,3691.15,1934,Available,33,2.7,685 Brown Pines,Evans-Wilson Apartments,2024-12-19
Pittsburgh,Pennsylvania,Apartment,1,2,2785.74,738,Available,65,4.2,42459 Raymond Passage Apt. 452,Duncan Inc Apartments,2025-06-24
Tampa,Florida,Condo,3,3,8187.03,613,Available,65,2.6,618 Martinez Valley Apt. 924,Owen-Mcknight Apartments,2026-03-17
Los Angeles,California,Townhouse,2,1,5758.68,1354,Not Available,56,2.8,6492 Fowler Ranch Apt. 728,"Hamilton, Lewis and Dominguez Apartments",2024-06-04
Chicago,Illinois,Apartment,2,2,6701.17,1462,Not Available,73,3.4,0412 Cooper Extension,Collins PLC Apartments,2025-11-29
San Francisco,California,Townhouse,3,1,4183.64,633,Not Available,37,2.6,10534 Stewart Mount,Rivera Inc Apartments,2025-09-13
Miami,Florida,Condo,2,3,5589.98,1289,Not Available,35,3.3,0865 Maureen Roads,"Knight, Reese and Aguirre Apartments",2025-09-28
Tampa,Florida,Condo,1,3,1274.78,1610,Available,33,2.5,321 Jesse Ville Apt. 236,Bailey PLC Apartments,2025-07-20
San Francisco,California,Townhouse,3,3,14040.89,1754,Available,53,3.1,149 Brown Loaf Apt. 997,Brown and Sons Apartments,2025-04-11
Atlanta,Georgia,Apartment,2,2,4897.89,1566,Available,72,2.6,25463 Jackson Cliffs,"Wagner, Powell and Moody Apartments",2025-05-05
Tampa,Florida,Condo,4,2,16202.95,1415,Not Available,100,4.4,3843 John Row Apt. 500,Harrison-Wade Apartments,2024-08-17
Austin,Texas,Townhouse,4,3,8177.78,2493,Not Available,97,4.0,70707 Townsend Ridge,Brandt PLC Apartments,2024-05-23
Buffalo,New York,House,4,1,14970.0,2088,Available,83,3.9,293 White Glen Suite 585,Savage-Smith Apartments,2024-07-01
San Francisco,California,House,2,3,5311.0,1905,Available,93,2.8,99165 Crystal Stream Suite 944,Robinson-Coleman Apartments,2026-02-05
Dallas,Texas,Apartment,4,2,9017.47,1019,Not Available,97,3.9,740 Harrison View,"Garcia, Holloway and Hines Apartments",2025-12-29
Tampa,Florida,Condo,3,3,9069.4,811,Available,68,4.3,0849 Schaefer Isle Suite 977,"Rodriguez, Acosta and Schneider Apartments",2024-07-07
Chicago,Illinois,Apartment,3,3,8749.88,1051,Available,35,4.7,195 Bell Ramp Apt. 561,"Jackson, Arnold and Sanford Apartments",2026-02-22
Atlanta,Georgia,Townhouse,4,1,17344.24,863,Not Available,94,3.2,133 Wilson Light Suite 895,Copeland-Calhoun Apartments,2025-03-06
Philadelphia,Pennsylvania,Townhouse,4,3,11519.43,2470,Not Available,78,3.4,901 Chelsea Avenue Apt. 894,Wells-Hughes Apartments,2025-04-12
Dallas,Texas,Townhouse,3,2,7368.53,1907,Available,33,3.4,4797 Brian Courts Suite 879,"Morgan, Turner and Torres Apartments",2025-02-26
San Diego,California,Apartment,2,2,6090.4,2394,Available,83,2.9,693 Alejandra Plains Apt. 729,Thomas-Lopez Apartments,2025-05-24
Houston,Texas,Condo,2,1,4998.32,925,Not Available,49,4.2,066 Pruitt Prairie Apt. 835,Perry-Christensen Apartments,2025-01-10
Austin,Texas,Townhouse,4,2,9296.31,661,Available,95,4.9,307 Alicia Rapid Suite 089,Payne PLC Apartments,2025-11-28
Tampa,Florida,Townhouse,2,1,9901.1,1423,Available,49,3.9,36989 Olson Underpass Suite 332,Duran-Underwood Apartments,2024-06-12
Tampa,Florida,House,3,3,7178.38,1446,Not Available,47,4.6,76672 Carpenter Estate Suite 391,"Walter, Cruz and Williams Apartments",2025-07-23
Chicago,Illinois,Townhouse,2,1,2909.33,1293,Available,62,2.9,1155 Nancy Ports,Montoya-Lee Apartments,2024-06-03
Dallas,Texas,Condo,2,1,2893.86,2006,Not Available,62,2.8,571 Brianna Curve,Walker LLC Apartments,2024-07-06
Miami,Florida,House,2,3,3046.7,2468,Not Available,45,3.5,09285 Williams Mount,"Cannon, Maynard and Kim Apartments",2024-05-28
Pittsburgh,Pennsylvania,Condo,2,1,6934.01,2491,Not Available,68,3.2,465 Misty Drives,Baker-Morgan Apartments,2025-04-19
San Diego,California,Condo,1,1,1500.26,739,Available,95,4.3,401 Stanley Branch,Thompson-Thompson Apartments,2025-09-20
Philadelphia,Pennsylvania,Condo,2,3,6030.03,1079,Not Available,65,2.9,0682 Larry Burg Suite 719,Jenkins-Clarke Apartments,2024-05-11
Philadelphia,Pennsylvania,Apartment,4,2,18904.74,871,Not Available,34,4.2,431 Maxwell Islands Suite 579,Ewing-Osborne Apartments,2025-09-23
San Francisco,California,Apartment,3,2,7831.11,1123,Available,96,4.2,571 Fowler Walk,Vasquez-Colon Apartments,2025-11-11
Dallas,Texas,Condo,4,1,14901.95,1303,Not Available,83,4.7,231 Todd Place,"Flowers, Atkinson and Harrington Apartments",2025-11-04
Dallas,Texas,Apartment,2,1,4944.55,1126,Not Available,49,2.8,0247 Green Row,"Norris, Hill and Baker Apartments",2025-04-15
Austin,Texas,Apartment,2,1,7738.85,917,Available,31,4.8,0935 Diaz Overpass Apt. 352,"Hall, Phillips and Ritter Apartments",2024-12-14
Chicago,Illinois,Apartment,1,1,4489.03,2230,Available,49,3.0,6484 Kevin Rapid Suite 242,Parker-Moore Apartments,2025-09-19
Miami,Florida,Condo,1,3,4191.46,660,Not Available,54,4.8,715 Kelly Mills,Velazquez Ltd Apartments,2024-07-05
Atlanta,Georgia,House,4,1,7349.14,2464,Not Available,37,4.1,95559 Ward Square Apt. 538,Lucas Inc Apartments,2025-11-01
NYC,New York,House,1,1,1569.02,1872,Available,38,3.2,124 Miller Springs,Lewis-Meyer Apartments,2025-10-03
Philadelphia,Pennsylvania,Townhouse,3,2,11740.59,1232,Available,83,4.2,14794 Leslie Corner,Brown LLC Apartments,2025-11-08
Austin,Texas,Townhouse,4,1,8164.9,820,Available,93,4.9,0579 David Manors Apt. 879,"Tran, Zamora and Spencer Apartments",2024-06-13
Austin,Texas,Condo,1,1,1549.82,1110,Not Available,85,2.7,416 Schwartz Trail,Wilson-Cobb Apartments,2025-07-31
Chicago,Illinois,Apartment,4,3,5221.89,851,Not Available,49,4.4,452 Philip Wells,Dorsey-Vargas Apartments,2025-06-08
Miami,Florida,Townhouse,4,1,12958.94,1597,Not Available,80,3.0,0162 Kerri Lodge,Woods LLC Apartments,2024-10-13
Atlanta,Georgia,Apartment,3,2,8453.56,1503,Available,58,3.2,60546 Megan Glen Suite 090,"Rojas, Knight and Weeks Apartments",2025-01-08
Dallas,Texas,Condo,3,3,10288.33,1788,Available,50,4.7,2480 Lara Common,"Brown, Davis and Mcclure Apartments",2024-09-01
Los Angeles,California,Townhouse,3,2,9412.3,759,Not Available,99,3.6,161 Miller Fork Apt. 037,"Brown, Davila and Brooks Apartments",2025-09-07
Philadelphia,Pennsylvania,Apartment,4,1,8654.55,1080,Not Available,82,3.7,099 Hansen Loop,"Wilson, Williams and Maldonado Apartments",2026-03-05
Tampa,Florida,Apartment,3,2,13788.55,1717,Not Available,45,4.3,237 Owen Springs Suite 495,Barnett Ltd Apartments,2025-09-05
Albany,New York,Townhouse,4,2,7170.12,2142,Available,35,3.5,834 Hawkins Field,"Smith, Williams and Myers Apartments",2026-02-10
San Diego,California,Apartment,1,3,3104.0,1244,Not Available,78,4.9,39606 Owens Flats Suite 293,"Donaldson, Richard and Austin Apartments",2026-01-11
Philadelphia,Pennsylvania,Condo,4,3,9320.03,866,Available,72,2.7,5152 Jocelyn Road Apt. 169,Cox-Hawkins Apartments,2025-01-18
Los Angeles,California,Apartment,4,3,7330.66,1596,Available,89,3.3,1991 Kane Field,Jacobson-Carson Apartments,2024-05-08
Dallas,Texas,Condo,4,3,17945.59,1884,Not Available,66,4.8,357 Newton Shore,"Chavez, Stephenson and Nguyen Apartments",2025-05-28
Albany,New York,Townhouse,4,1,11640.5,1569,Not Available,75,4.1,14423 Luis Square Suite 983,Jensen LLC Apartments,2025-05-29
Austin,Texas,House,2,1,5191.53,1809,Not Available,39,4.1,28215 Merritt Mountain Suite 501,"Burns, Thomas and Reid Apartments",2024-06-21
NYC,New York,Condo,1,1,1070.9,756,Available,82,4.2,03370 Malone Valleys Suite 151,Jensen-Brown Apartments,2025-05-08
Philadelphia,Pennsylvania,House,4,2,5136.68,1084,Not Available,66,2.7,2044 Foley Drive Suite 796,Phillips-Poole Apartments,2025-11-25
Pittsburgh,Pennsylvania,Apartment,2,1,7641.15,1328,Available,99,3.6,1451 Weaver Knolls Apt. 123,"Munoz, Smith and Thompson Apartments",2024-12-14
Austin,Texas,House,3,3,6689.27,1861,Not Available,94,4.6,68841 Cynthia Shore,Robinson Ltd Apartments,2025-02-02
San Francisco,California,House,1,3,1454.76,1137,Not Available,38,2.8,8040 Brown Cove Apt. 220,Kelly LLC Apartments,2025-09-06
Chicago,Illinois,Apartment,3,3,12976.37,2452,Available,61,4.7,98773 Johnson Harbor Apt. 619,"Gomez, Patel and Johnson Apartments",2024-04-10
San Diego,California,Apartment,3,1,3143.86,1389,Available,97,4.5,3874 Parks Summit Apt. 865,Hoffman-Frost Apartments,2024-09-12
Los Angeles,California,House,4,1,5073.06,2498,Available,89,4.7,99021 Reyes Cape,York Group Apartments,2025-09-11
Buffalo,New York,House,1,1,2970.94,2292,Available,97,4.0,94025 Hodges Trail Suite 941,Strickland Group Apartments,2024-11-25
NYC,New York,House,3,1,5542.98,1149,Not Available,73,3.9,45684 Lopez Valleys Apt. 834,Rogers-Dougherty Apartments,2024-09-18
Tampa,Florida,Townhouse,2,2,6895.38,1888,Not Available,91,3.6,9653 Hicks Heights Suite 194,Lyons Inc Apartments,2024-11-01
Austin,Texas,Townhouse,2,1,7655.78,1048,Available,71,3.9,848 Wilcox Mills,Hayes Inc Apartments,2024-05-11
San Francisco,California,Townhouse,1,2,4218.39,1037,Not Available,40,3.6,275 Mason Lodge Apt. 917,Ritter-Mendez Apartments,2025-08-24
Philadelphia,Pennsylvania,Condo,1,2,3681.63,625,Available,42,4.0,216 Perez Mills Apt. 869,Gonzalez Inc Apartments,2025-12-25
Chicago,Illinois,House,4,2,13203.29,1261,Available,89,4.4,2322 Huynh Mountains Apt. 315,"Harris, Fuentes and Warren Apartments",2025-07-14
Chicago,Illinois,Condo,1,1,4742.51,1970,Available,60,4.5,047 Nathaniel Loop Suite 028,"Kramer, Kirby and Patterson Apartments",2024-08-24
Dallas,Texas,House,1,1,1274.85,1036,Available,88,4.9,7498 Brian Avenue,Roberts-Martin Apartments,2026-02-28
Austin,Texas,Townhouse,3,1,11275.9,1753,Available,31,4.4,894 Michael Vista,Johnson and Sons Apartments,2024-09-01
NYC,New York,House,2,1,3581.21,2408,Not Available,58,2.9,817 Kathy Vista,"Charles, Wilson and Dudley Apartments",2025-02-27
Austin,Texas,Apartment,1,3,1089.27,2058,Not Available,72,2.8,368 David Grove,"Vasquez, Pena and Chapman Apartments",2025-01-16
NYC,New York,Condo,4,3,7118.76,2414,Not Available,99,3.5,284 Jessica Groves Suite 059,"Atkins, Aguilar and Meyer Apartments",2024-08-10
NYC,New York,Townhouse,1,3,4377.69,2353,Available,90,3.4,8661 Curry Landing Apt. 866,"Miller, Gardner and Cook Apartments",2026-01-18
Albany,New York,Apartment,3,2,7483.15,790,Available,72,3.4,9069 Leonard Cove,"Smith, Cole and Jones Apartments",2025-06-02
Los Angeles,California,Townhouse,1,2,3006.72,2147,Available,52,4.1,686 Jacob Turnpike,"Smith, Stone and Pacheco Apartments",2025-09-08
Chicago,Illinois,Apartment,1,2,2549.17,1108,Not Available,55,3.8,9442 Daniel Crest,Walters-Martinez Apartments,2024-07-17
Buffalo,New York,House,4,1,18947.53,2469,Available,87,4.7,648 Joel Divide Suite 272,Potter-Rios Apartments,2026-01-01
Tampa,Florida,Condo,3,3,7465.81,2045,Available,56,2.7,646 Martin Estates,Nguyen Ltd Apartments,2025-11-23
Pittsburgh,Pennsylvania,House,1,3,2167.09,910,Not Available,94,4.3,00524 Amy Summit Apt. 536,"Ramirez, Kim and Jackson Apartments",2025-01-03
Tampa,Florida,Townhouse,3,2,14511.53,1546,Not Available,60,4.6,022 Love Plains,"Sexton, Perez and Conner Apartments",2025-05-03
